id;nom;decision;ecrite_le_26_09;qid;wikidata_libelle;naissance;mort;pays;langue;signaux;candidats_et_motifs
11038;Marc Pierrot;acceptée;oui;Q80510979;Marc Pierrot;1871;1950;FR;;biblio+anarchisme;Q80510979 {biblio+anarchisme} | Q139611696
11039;Valdir Pietre;introuvable;;;;;;;;;
11040;Alberto Pimenta;acceptée;oui;Q2543124;Alberto Pimenta;1937;;PT;pt;biblio+metier;Q2543124 {biblio+metier}
11041;Antonio de Serpa Pimentel;acceptée;oui;Q558201;António de Serpa Pimentel;1825;1900;PT;pt;biblio;Q558201 {biblio}
11042;Beatriz Pinheiro;acceptée;oui;Q9652430;Beatriz Pinheiro;1871;1922;PT;pt;biblio+metier;Q9652430 {biblio+metier}
11043;Paulo Sérgio de Moraes Sarmento Pinheiro;introuvable;;;;;;;;;
11044;Céli Regina J. Pinto;introuvable;;;;;;;;;
11045;Lúcio Flávio Pinto;à relire (un seul signal);;Q6711448;Lúcio Flávio Pinto;1949;;BR;;metier;Q6711448 {metier}
11046;Patrizia Piozzi;introuvable;;;;;;;;;
11047;Camille Pissarro;acceptée;oui;Q134741;Camille Pissarro;1830;1903;;fr;biblio+metier;Q134741 {biblio+metier}
11048;Fernando Planche;introuvable;;;;;;;;;
11049;Alice Anabuki Plancherel;introuvable;;;;;;;;;
11050;Jean Poirier;ambiguë;;;;;;;;;Q23855295 {biblio+metier} | Q76757800 {biblio+metier} | Q29622345 | Q3174064 | Q101511041 | Q125209154
11051;Leon Pomer;à relire (un seul signal);;Q140478476;;1928;2024;AR;;metier;Q140478476 {metier}
11052;Joshua Popenoe;introuvable;;;;;;;;;
11053;Baltazar Porcel;introuvable;;;;;;;;;
11054;Richard Porton;à relire (un seul signal);;Q111033942;Richard Porton;;;US;;biblio;Q111033942 {biblio}
11055;Emile Pouget;acceptée;oui;Q286358;Émile Pouget;1860;1931;FR;fr;biblio+metier;Q286358 {biblio+metier} | Q117832267
11056;Sergio Pereira Poza;introuvable;;;;;;;;;
11058;Antônio de Almeida Prado;déjà liée;;Q9623207;Antônio de Almeida Prado;1889;1965;BR;;biblio+metier;Q9623207 {biblio+metier}
11059;Camilo Prado;introuvable;;;;;;;;;
11060;Dino Preti;à relire (un seul signal);;Q10266491;Dino Preti;1930;2024;BR;pt;biblio;Q10266491 {biblio}
11061;Andy Price;ambiguë;;;;;;;;;Q4761191 {biblio} | Q16734717 {biblio+metier} | Q95800052 {biblio}
11062;Edmond Privat;acceptée;oui;Q12571;Edmond Privat;1889;1962;CH;fr;biblio+metier;Q12571 {biblio+metier} | Q117771327
11063;Georgio Prodi;introuvable;;;;;;;;;
11065;B. Prus;introuvable;;;;;;;;;
11066;Mimmo Pucciarelli;contradiction;;;;;;;;;Q61482420 [naissance 1954 ≠ 1942] {biblio+anarchisme}
11067;Isaac Puente;acceptée;oui;Q2595685;Isaac Puente Amestoy;1896;1936;ES;es;biblio+metier+anarchisme;Q2595685 {biblio+metier+anarchisme}
11068;Cnl (R) Orlando Mario Punzi;introuvable;;;;;;;;;
11069;Graham Purchase;acceptée;oui;Q108764102;Graham Purchase;1964;;;en;biblio+metier+anarchisme;Q108764102 {biblio+metier+anarchisme}
11070;Eugene Pyziur;introuvable;;;;;;;;;
11071;Miriam Qarmat;introuvable;;;;;;;;;
11073;Clara Queiroz;à relire (un seul signal);;Q110953256;Clara Queiroz;1933;;PT;pt;biblio;Q110953256 {biblio}
11074;Eça de Queiroz;acceptée;oui;Q316327;Eça de Queirós;1845;1900;PT;pt;biblio+metier;Q316327 {biblio+metier}
11075;Renato da Silva Queiroz;introuvable;;;;;;;;;
11076;Pierre Quiroule;acceptée;oui;Q9059566;Joaquín Alejo Falconnet;1867;1938;FR;es;biblio+metier;Q9059566 {biblio+metier}
11077;Michel Ragon;acceptée;oui;Q363870;Michel Ragon;1924;2020;FR;fr;biblio+metier;Q363870 {biblio+metier}
11078;Dómingos Antônio Raiol;acceptée;oui;Q10268026;Domingos Antônio Raiol;1830;1912;BR;pt;biblio+metier;Q10268026 {biblio+metier}
11079;José Ricardo Ramalho;introuvable;;;;;;;;;
11080;Manuel González Ramírez;introuvable;;;;;;;;;
11081;John Randolph;ambiguë;;;;;;;;;Q2341317 {biblio+metier} | Q532715 {biblio} | Q7528015 {biblio} | Q16738541 | Q6254210 {biblio+metier} | Q6254205 | Q6254208 {biblio} | Q106827724 {metier}
11082;Jesus Ranieri;introuvable;;;;;;;;;
11083;J. M. Raynaud;introuvable;;;;;;;;;
11084;Hebert Read;introuvable;;;;;;;;;
11085;Hilhem Reich;introuvable;;;;;;;;;
11086;Roberno Reinoso;introuvable;;;;;;;;;
11088;Cultive Resistência;introuvable;;;;;;;;;
11089;Sevla Retlav;introuvable;;;;;;;;;
11090;John Rewald;acceptée;oui;Q90497;John Rewald;1912;1994;DE;en;biblio+metier;Q90497 {biblio+metier}
11091;Alfonso Rey;acceptée;oui;Q137821907;Alfonso Rey;1946;;ES;es;biblio+metier;Q137821907 {biblio+metier}
11092;Marcos Rey;acceptée;oui;Q6757923;Marcos Rey;1925;1999;BR;pt;biblio+metier;Q6757923 {biblio+metier} | Q138567158
11094;Bruno Ribeiro;ambiguë;;;;;;;;;Q4979379 {biblio} | Q108871706 {biblio+metier} | Q26214256 {biblio} | Q110946321 | Q61038179 {chercheur} | Q94513743 {chercheur} | Q81319343 {chercheur} | Q92958308 {chercheur}
11095;Joaquim Ribeiro;à relire (un seul signal);;Q43269602;Joaquim A. Ribeiro;;;;;biblio+chercheur;Q117356554 [naissance 1882 ≠ 1907, mort 1953 ≠ 1964] | Q43269602 {biblio+chercheur}
11096;Maria Alice Rosa Ribeiro;à relire (un seul signal);;Q133637335;Maria Alice Rosa Ribeiro;1952;;;;biblio;Q93794467 {chercheur} | Q133637335 {biblio}
11097;Agnaldo Prandini Ricieri;introuvable;;;;;;;;;
11098;Penny Rimbaud;acceptée;oui;Q321672;Penny Rimbaud;1943;;GB;;biblio+metier;Q321672 {biblio+metier}
11099;Bokar Rimpoche;introuvable;;;;;;;;;
11100;Wilson Rio Apa;introuvable;;;;;;;;;
11101;Manuel Rivas;ambiguë;;;;;;;;;Q2320966 {biblio+metier} | Q20005462 {metier+anarchisme} | Q61739883 {chercheur}
11102;F. Javier Uribe Rivera;introuvable;;;;;;;;;
11103;André Rocha;non corroborée;;;;;;;;;Q2307210 | Q130243206
11104;Antonio Penalves Rocha;acceptée;oui;Q93793847;Antonio Penalves Rocha;;;BR;pt;biblio+metier;Q93793847 {biblio+metier}
11105;Bruno Lima Rocha;introuvable;;;;;;;;;
11106;Luis Filipe Rocha;à relire (un seul signal);;Q1878434;Luís Filipe Rocha;1947;;PT;pt;biblio;Q1878434 {biblio}
11107;Carlos Rocque;introuvable;;;;;;;;;
11108;Arakcy Martins Rodrigues;introuvable;;;;;;;;;
11109;Jacinto Rodrigues;contradiction;;;;;;;;;Q10304718 | Q112960802 [né 1973, publié dès 1976]
11110;João Rodrigues;ambiguë;;;;;;;;;Q28604374 [né 1994, publié dès 1960] | Q1710206 {biblio+metier} | Q10312149 [né 1967, publié dès 1960] | Q6298371 [né 1971, publié dès 1960] {biblio} | Q11728722 [né 1991, publié dès 1960] | Q43637411 {chercheur} | Q99193233 | Q63493699 {biblio+chercheur}
11111;José Albertino Rodrigues;introuvable;;;;;;;;;
11112;Leôncio Martins Rodrigues;contradiction;;;;;;;;;Q107178398 [mort 2021 ≠ 2019] {biblio+metier}
11113;Sérgio Rodrigues;ambiguë;;;;;;;;;Q10376219 {biblio+metier} | Q16091611 | Q61770506 | Q64848196 {metier} | Q16090569 {biblio+metier}
11114;Isaac Sandoval Rodríguez;à relire (un seul signal);;Q97124380;Isaac Sandoval;1937;2020;;;biblio;Q97124380 {biblio}
11115;Miguel Rodríguez;ambiguë;;;;;;;;;Q100144493 [né 2003, publié dès 1980] | Q952680 | Q6844772 | Q6844773 [né 1973, publié dès 1980] {biblio} | Q3312999 | Q36975241 {biblio} | Q124333692 [né 2003, publié dès 1980]
11116;José Luiz Del Roio;non corroborée;;;;;;;;;Q10309850
11117;Sara Rojo;ambiguë;;;;;;;;;Q7421753 {biblio+metier} | Q139409777 | Q138926946 {biblio+metier}
11118;Juan Rosales;contradiction;;;;;;;;;Q16585104 | Q135367556 [né 1996, publié dès 2001] | Q98565037 {chercheur}
11119;Josep Maria Roselló;à relire (un seul signal);;Q23540782;Josep Maria Roselló i Prados;1835;1872;ES;es;biblio;Q23540782 {biblio}
11120;Pauline Rosen-Cros;introuvable;;;;;;;;;
11121;José Paschoal Rossetti;à relire (un seul signal);;Q109781551;José Paschoal Rossetti;1941;;BR;;metier;Q109781551 {metier}
11122;Clóvis Rossi;acceptée;oui;Q1981540;Clóvis Rossi;1943;2019;BR;pt;biblio+metier;Q1981540 {biblio+metier}
11123;Sadi Dal Rosso;non corroborée;;;;;;;;;Q95720298
11124;Jean Jacques Rousseau;acceptée;oui;Q6527;Jean-Jacques Rousseau;1712;1778;CH;fr;biblio+metier;Q6527 {biblio+metier} | Q36191907 [naissance 1861 ≠ 1712, mort 1938 ≠ 1778] {biblio+metier} | Q3166403 [naissance 1946 ≠ 1712, mort 2014 ≠ 1778] {biblio} | Q17745373 [mort 1858 ≠ 1778] | Q112358739 [naissance 1942 ≠ 1712] {biblio}
11125;Gonzalo Zaragoza Rovira;introuvable;;;;;;;;;
11126;Richard S. Rudner;introuvable;;;;;;;;;
11127;Antonio Cleber Rudy;introuvable;;;;;;;;;
11128;Benjamín Cano Ruiz;contradiction;;;;;;;;;Q125760230 [mort 1998 ≠ 2003] {biblio+metier+anarchisme}
11129;Higinio Noja Ruiz;acceptée;oui;Q67038802;Higinio Noja Ruiz;1894;1972;ES;;biblio+metier;Q67038802 {biblio+metier}
11130;Ramón Eduardo Ruiz;acceptée;oui;Q7290472;Ramón Eduardo Ruiz;1921;2010;US;;biblio+metier;Q7290472 {biblio+metier}
11131;Jaqueline Russ;introuvable;;;;;;;;;
11132;Francis Russell;ambiguë;;;;;;;;;Q7526726 | Q2000654 {biblio} | Q2084556 {biblio} | Q25687 {biblio} | Q3750946 {biblio} | Q76008593 | Q75419986 | Q7526728 | Q26735758 {biblio} | Q75290979
11133;Fernando Sabino;acceptée;oui;Q1346664;Fernando Sabino;1923;2004;BR;;biblio+metier;Q1346664 {biblio+metier}
11134;Giorgio Sacchetti;acceptée;oui;Q6999455;Giorgio Sacchetti;1951;;IT;it;biblio+metier;Q6999455 {biblio+metier}
11135;Leopold Von Sacher-Masoch;acceptée;oui;Q78474;Leopold von Sacher-Masoch;1836;1895;UA;de;biblio+metier;Q78474 {biblio+metier}
11136;Heleieth Saffioti;acceptée;oui;Q9002416;Heleieth Saffioti;1934;2010;BR;pt;biblio+metier;Q9002416 {biblio+metier}
11137;Marshall Sahlins;acceptée;oui;Q345300;Marshall Sahlins;1930;2021;US;en;biblio+metier;Q345300 {biblio+metier}
11138;Michel Sahuc;introuvable;;;;;;;;;
11139;C. A. Sainte-Beuve;introuvable;;;;;;;;;
11140;Iza Salles;introuvable;;;;;;;;;
11141;Luis Alberto Sanchez;ambiguë;;;;;;;;;Q969753 {biblio+metier} | Q5982703 | Q92946704
11142;Gianfranco Sanguinetti;acceptée;oui;Q3105216;Gianfranco Sanguinetti;1948;2025;IT;;biblio+metier;Q3105216 {biblio+metier}
11143;Moacir Medeiros de Sant'ana;introuvable;;;;;;;;;
11144;Enzo Santarelli;acceptée;oui;Q3726638;Enzo Santarelli;1922;2004;IT;it;biblio+metier;Q3726638 {biblio+metier}
11145;Pérsio Santos De Oliveira;introuvable;;;;;;;;;
11146;Lucy Woellner dos Santos;introuvable;;;;;;;;;
11147;Beppe De Sario;à relire (un seul signal);;Q133742560;Beppe De Sario;1973;;;;biblio;Q133742560 {biblio}
11148;Hélène Sarrazin;acceptée;oui;Q100321832;Hélène Sarrazin;1920;2016;FR;fr;biblio+metier;Q100321832 {biblio+metier} | Q87484732
11149;Ferdinand de Saussure;à relire (un seul signal);;Q13230;Ferdinand de Saussure;1857;1913;CH;fr;biblio;Q13230 {biblio}
11150;João de Scantimburgo;acceptée;oui;Q10312532;João de Scantimburgo;1915;2013;BR;pt;biblio+metier;Q10312532 {biblio+metier}
11151;A. Scarabelli;introuvable;;;;;;;;;
11152;Leonard Schäfer;introuvable;;;;;;;;;
11153;Stephen Schecter;à relire (un seul signal);;Q96091000;Stephen Schecter;;;;;metier;Q96091000 {metier}
11154;Paul F. Schimdt;introuvable;;;;;;;;;
11155;Neala Schleuning;introuvable;;;;;;;;;
11156;Bernhard Schlink;acceptée;oui;Q76699;Bernhard Schlink;1944;;DE;de;biblio+metier;Q76699 {biblio+metier}
11157;Michael Schmidt;contradiction;;;;;;;;;Q112538287 [naissance 1963 ≠ 1980] {biblio+metier} | Q63460768 [naissance 1957 ≠ 1980] | Q1555341 [naissance 1945 ≠ 1980] {biblio} | Q64754951 | Q12326991 [naissance 1985 ≠ 1980] {biblio} | Q73301739 [naissance 1962 ≠ 1980] {biblio} | Q116699255 [naissance 1970 ≠ 1980] | Q99752425 [naissance 1963 ≠ 1980] | Q84081302 [naissance 1966 ≠ 1980] {biblio+metier+anarchisme}
11158;Paul F. Schmidt;introuvable;;;;;;;;;
11159;Héctor Schujman;introuvable;;;;;;;;;
11160;Charles M. Schulz;acceptée;oui;Q298920;Charles M. Schulz;1922;2000;US;en;biblio+metier;Q298920 {biblio+metier}
11161;James C. Scott;acceptée;oui;Q3025403;James C. Scott;1936;2024;US;en;biblio+metier+anarchisme;Q3025403 {biblio+metier+anarchisme} | Q97949067 [naissance 1889 ≠ 1936] {metier} | Q39895815 {chercheur} | Q130604191 [naissance 1955 ≠ 1936] {biblio+metier}
11162;Edwing R. A. Seligman;introuvable;;;;;;;;;
11163;Ramon J. Sender;acceptée;oui;Q734397;Ramón J. Sender;1901;1982;ES;es;biblio+metier+anarchisme;Q734397 {biblio+metier+anarchisme}
11164;Alain Sergent;contradiction;;;;;;;;;Q124453188 | Q2848216 [naissance 1908 ≠ 1917] {biblio+metier}
11165;António Sérgio;acceptée;oui;Q4777615;António Sérgio;1883;1969;PT;pt;biblio+metier;Q4777615 {biblio+metier} | Q2378074 [naissance 1950 ≠ 1883, mort 2009 ≠ 1969, né 1950, publié dès 1957] {biblio+metier}
11167;Retlav Sevla;introuvable;;;;;;;;;
11168;Edward Sexby;à relire (un seul signal);;Q3048668;Edward Sexby;1616;1658;;;biblio;Q3048668 {biblio}
11169;Giuseppina Sferra;introuvable;;;;;;;;;
11170;Yamandú Gonzales Sierra;introuvable;;;;;;;;;
11171;Alan B. T. Silva;introuvable;;;;;;;;;
11172;Gabriel Pombo da Silva;introuvable;;;;;;;;;
11173;Nicoláo Duarte Silva;introuvable;;;;;;;;;
11174;Paulo Renato Oliveira Silva;introuvable;;;;;;;;;
11175;Henri Simon;ambiguë;;;;;;;;;Q15998896 {biblio} | Q787943 {biblio+metier} | Q1428142 {biblio} | Q3132016 {biblio} | Q64553141 {biblio+metier} | Q3132014 | Q681776 {biblio+metier} | Q48818195
11179;Helena Singer;non corroborée;;;;;;;;;Q105652368
11180;Alfredo Sirkis;acceptée;oui;Q9603192;Alfredo Sirkis;1950;2020;BR;pt;biblio+metier;Q9603192 {biblio+metier}
11181;Internacional Situcionista;introuvable;;;;;;;;;
11182;Robert Skidelsky;acceptée;oui;Q335331;Robert Skidelsky;1939;2026;GB;;biblio+metier;Q335331 {biblio+metier}
11183;John M. Smith;ambiguë;;;;;;;;;Q6245964 | Q136370057 | Q96097118 {chercheur} | Q530230 {biblio}
11184;Michael P. Smith;ambiguë;;;;;;;;;Q110082270 {biblio} | Q64021332 {biblio+metier} | Q42317575 {chercheur}
11186;G. W. Sok;à relire (un seul signal);;Q5512105;G.W. Sok;1957;;NL;;biblio;Q5512105 {biblio}
11187;José Luís Solazzi;introuvable;;;;;;;;;
11188;Carlos A. Solero;introuvable;;;;;;;;;
11189;Jorge N. Solomonoff;introuvable;;;;;;;;;
11190;G. Sorel;introuvable;;;;;;;;;
11191;Juan Manuel Fernández Soria;introuvable;;;;;;;;;
11192;M. Ricardo de Sousa;introuvable;;;;;;;;;
11194;Clei Souza;introuvable;;;;;;;;;
11195;Denise Souza;non corroborée;;;;;;;;;Q10265095
11196;Dimas Antônio de Souza;introuvable;;;;;;;;;
11197;Ismara Izepe de Souza;introuvable;;;;;;;;;
11198;José Crisóstomo de Souza;introuvable;;;;;;;;;
11199;Percival de Souza;acceptée;oui;Q10348505;Percival de Souza;1943;;BR;pt;biblio+metier;Q10348505 {biblio+metier}
11200;Vicente de Souza;non corroborée;;;;;;;;;Q131354105
11201;Hobart Spalding;introuvable;;;;;;;;;
11202;Tamsin Spargo;acceptée;oui;Q112368110;Tamsin Spargo;1960;;;;biblio+metier;Q112368110 {biblio+metier}
11203;M. Splayne;introuvable;;;;;;;;;
11204;Joel Spring;contradiction;;;;;;;;;Q6213990 [naissance 1940 ≠ 1938] {biblio}
11205;Andrea Staid;acceptée;oui;Q135778662;Andrea Staid;1982;;IT;;biblio+metier;Q102770899 | Q135778662 {biblio+metier}
11206;Carla Stampa;introuvable;;;;;;;;;
11207;Ernildo Stein;acceptée;oui;Q10274105;Ernildo Stein;1934;;BR;pt;biblio+metier;Q10274105 {biblio+metier}
11208;Jeff Stein;ambiguë;;;;;;;;;Q6175050 {biblio+metier} | Q114797371 | Q132767437
11210;John Steinbeck;ambiguë;;;;;;;;;Q39212 {biblio+metier} | Q98373525 [mort 1935 ≠ 1968] | Q135003819 [naissance 1971 ≠ 1902, né 1971, publié dès 1953] | Q64014202 {biblio+metier}
11211;Max Stinner;introuvable;;;;;;;;;
11212;Svetozar Stojanovic;acceptée;oui;Q1858030;Svetozar Stojanović;1931;2010;RS;;biblio+metier;Q1858030 {biblio+metier}
11213;Danilo R. Streck;acceptée;oui;Q113773875;Danilo Romeu Streck;1948;;;;biblio+metier;Q113773875 {biblio+metier}
11214;Horacio Suárez;introuvable;;;;;;;;;
11215;Piro Subrat;introuvable;;;;;;;;;
11216;O. Racional Superior;introuvable;;;;;;;;;
11217;Victor Suvorov;acceptée;oui;Q130786;Viktor Souvorov;1947;;RU;ru;biblio+metier;Q130786 {biblio+metier}
11218;Jonathan Swift;acceptée;oui;Q41166;Jonathan Swift;1667;1745;;en;biblio+metier;Q41166 {biblio+metier} | Q106692412 [naissance 1964 ≠ 1667, né 1964, publié dès 1971] {metier} | Q59388947 [naissance 1943 ≠ 1667, mort 2010 ≠ 1745] {biblio} | Q75582640 [naissance 1640 ≠ 1667, mort 1667 ≠ 1745] | Q113450041 | Q59670832 {chercheur} | Q110139455
11219;Jacques Talbot;non corroborée;;;;;;;;;Q65603072 | Q6120890 | Q101507564
11220;Adelino Tavares De Pinho;introuvable;;;;;;;;;
11221;José Tavares;ambiguë;;;;;;;;;Q592058 {biblio+metier} | Q100319459 {metier} | Q41800014 {metier} | Q64032180 {biblio+metier}
11222;Meredith Tax;acceptée;oui;Q6818984;Meredith Tax;1942;2022;US;en;biblio+metier;Q6818984 {biblio+metier}
11223;Varlan Tchrkesoff;introuvable;;;;;;;;;
11224;Antonio Tellez;ambiguë;;;;;;;;;Q2857481 {biblio+metier+anarchisme} | Q135684191 {biblio+metier}
11225;Moshik Temkin;ambiguë;;;;;;;;;Q112110821 {metier} | Q133715327 {biblio+metier}
11226;Josep Termes;acceptée;oui;Q3184124;Josep Termes i Ardèvol;1936;2011;ES;es;biblio+metier;Q3184124 {biblio+metier}
11227;M. Testa;non corroborée;;;;;;;;;Q77405427 {chercheur}
11228;Michel Thiollent;introuvable;;;;;;;;;
11229;Bernard Thomas;ambiguë;;;;;;;;;Q118788708 {biblio+metier} | Q2898665 {biblio+metier} | Q16440226 {biblio+metier} | Q65603528 | Q65603531 | Q65603530 {biblio} | Q111682141 | Q28099675 {biblio}
11230;Augusto Thompson;à relire (un seul signal);;Q18238209;Augusto Thompson;1933;2007;;;biblio;Q18238209 {biblio}
11231;Harold H. Thompson;acceptée;oui;Q2661858;Harold H. Thompson;1942;2008;US;;biblio+anarchisme;Q2661858 {biblio+anarchisme} | Q2661913
11232;G. Thonar;introuvable;;;;;;;;;
11233;Marcia Tiburi;acceptée;oui;Q10334275;Márcia Tiburi;1970;;BR;pt;biblio+metier;Q10334275 {biblio+metier}
11234;Edilene Toledo;introuvable;;;;;;;;;
11235;Regina de Toledo;introuvable;;;;;;;;;
11236;Tina Tomassi;introuvable;;;;;;;;;
11237;Alberto Toninello;introuvable;;;;;;;;;
11238;Alejandro R. Díez Torre;introuvable;;;;;;;;;
11239;Sergio Grez Toso;acceptée;oui;Q6125466;Sergio Grez;1953;;CL;es;biblio+metier;Q6125466 {biblio+metier}
11240;François Tosquelles;acceptée;oui;Q3085937;François Tosquelles;1912;1994;ES;ca;biblio+metier;Q3085937 {biblio+metier}
11241;Stuart Townsend;à relire (un seul signal);;Q363525;Stuart Townsend;1972;;IE;;biblio;Q363525 {biblio} | Q55634126
11242;Filippo Trasatti;introuvable;;;;;;;;;
11243;Alessandra Garcia Trindade;à relire (un seul signal);;Q21099607;Alessandra Garcia Trindade;1970;;BR;pt;biblio;Q21099607 {biblio}
11244;Francisco Trindade;introuvable;;;;;;;;;
11246;Léon Trotsky;acceptée;oui;Q33391;Léon Trotski;1879;1940;UA;;biblio+metier;Q33391 {biblio+metier}
11247;Annez Andraus Troyano;à relire (un seul signal);;Q109794228;Annez Andraus Troyano;1944;;BR;;metier;Q109794228 {metier}
11248;Davide Turcato;acceptée;oui;Q115689125;Davide Turcato;;;;;biblio+metier;Q115689125 {biblio+metier}
11249;Mark Twain;acceptée;oui;Q7245;Mark Twain;1835;1910;US;;biblio+metier;Q7245 {biblio+metier}
11250;Helena Uehara;introuvable;;;;;;;;;
11251;Joan Connelly Ullman;acceptée;oui;Q16189752;Joan Connelly Ullman;1929;2022;US;;biblio+metier;Q16189752 {biblio+metier}
11252;Federico Urales;acceptée;oui;Q740191;Federico Urales;1864;1942;ES;ca;biblio+metier+anarchisme;Q740191 {biblio+metier+anarchisme}
11253;Lucio Urtubia;acceptée;oui;Q984418;Lucio Urtubia;1931;2020;ES;fr;biblio+metier+anarchisme;Q984418 {biblio+metier+anarchisme}
11255;Rafael Uzcátegui;à relire (un seul signal);;Q125386607;Rafael Uzcátegui;1973;;VE;;metier;Q125386607 {metier} | Q131623950 [né 2004, publié dès 2010]
11256;Salvo Vaccaro;acceptée;oui;Q3946302;Salvo Vaccaro;1959;;IT;;biblio+metier;Q3946302 {biblio+metier}
11257;Walter Vadala;introuvable;;;;;;;;;
11258;Nanci Valadares De Carvalho;introuvable;;;;;;;;;
11259;Jorge Valadas;acceptée;oui;Q47899761;Charles Reeve;1945;;PT;pt;biblio+metier;Q57006695 {chercheur} | Q47899761 {biblio+metier}
11260;Silza Maria Pasello Valente;introuvable;;;;;;;;;
11261;Eduardo Valladares;introuvable;;;;;;;;;
11262;Spencer Vampré;acceptée;oui;Q10373698;Spencer Vampré;1888;1964;BR;pt;biblio+metier;Q10373698 {biblio+metier}
11263;Bartolomeo Vanzetti;acceptée;oui;Q2886112;Bartolomeo Vanzetti;1888;1927;IT;;biblio+metier+anarchisme;Q2886112 {biblio+metier+anarchisme}
11264;Hugo Marcelo Sandoval Vargas;introuvable;;;;;;;;;
11265;Maria Thereza Vargas;non corroborée;;;;;;;;;Q126069507
11266;Domingo Varone;à relire (un seul signal);;Q94634669;Domingo Varone;1900;1979;;;biblio;Q94634669 {biblio}
11267;Pano Vassilev;introuvable;;;;;;;;;
11270;Francisco Daudt Da Veiga;introuvable;;;;;;;;;
11271;Valo Velho;introuvable;;;;;;;;;
11272;Randolfo Vella;introuvable;;;;;;;;;
11274;Roberto Venosa;introuvable;;;;;;;;;
11275;António Ventura;ambiguë;;;;;;;;;Q107092746 | Q56349036 | Q28465706 {biblio+metier} | Q99498129 | Q5700042 {biblio+metier}
11276;Zuenir Ventura;acceptée;oui;Q8075004;Zuenir Ventura;1931;2026;BR;pt;biblio+metier;Q8075004 {biblio+metier}
11277;Erico Verissimo;acceptée;oui;Q288501;Erico Verissimo;1905;1975;BR;pt;biblio+metier;Q288501 {biblio+metier}
11278;Luis Fernando Verissimo;acceptée;oui;Q2347007;Luís Fernando Veríssimo;1936;2025;BR;pt;biblio+metier;Q2347007 {biblio+metier}
11279;Rodrigo Vescovi;acceptée;oui;Q138957745;Rodrigo Vescovi;1970;;;;biblio+metier;Q125927143 | Q138957745 {biblio+metier}
11280;J. M. Gonçalves Viana;introuvable;;;;;;;;;
11281;Nildo Viana;acceptée;oui;Q1349408;Nildo Viana;1965;;BR;pt;biblio+metier;Q1349408 {biblio+metier}
11282;César Vidal;ambiguë;;;;;;;;;Q5202646 | Q55651939 {biblio+metier} | Q614869 {biblio+metier} | Q133283645
11283;Alexandre Vieira;ambiguë;;;;;;;;;Q18707853 [né 1965, publié dès 1970] | Q16488214 {biblio+metier} | Q103001797 | Q87683425 {chercheur}
11284;Antônio Vieira;ambiguë;;;;;;;;;Q9623079 [naissance 1920 ≠ 1608, mort 2009 ≠ 1697] {biblio} | Q4777673 | Q16491211 [naissance 1919 ≠ 1608, mort 2003 ≠ 1697] {biblio+metier} | Q458650 {biblio+metier}
11285;Enrique López Viejo;introuvable;;;;;;;;;
11286;Samuel Vila;à relire (un seul signal);;Q107330755;Samuel Vila;1902;1992;ES;ca;biblio;Q107330755 {biblio}
11287;Vargas Vila;introuvable;;;;;;;;;
11288;Manuel Vilar;contradiction;;;;;;;;;Q9028220 [naissance 1812 ≠ 1904, mort 1860 ≠ 1972] {biblio+metier} | Q10324549 [mort 1941 ≠ 1972] | Q140723046
11289;Anne-Marie Villefranche;à relire (un seul signal);;Q109832484;Anne-Marie Villefranche;1899;1980;;;biblio;Q109832484 {biblio}
11290;David Viñas;acceptée;oui;Q965392;David Viñas;1927;2011;AR;es;biblio+metier;Q965392 {biblio+metier}
11291;Alex S. Vitale;acceptée;oui;Q96788538;Alex S. Vitale;1965;;US;;biblio+metier;Q96788538 {biblio+metier}
11292;Artur José Renda Vitorino;introuvable;;;;;;;;;
11293;A. E. Van Vogt;acceptée;oui;Q315059;A. E. van Vogt;1912;2000;CA;;biblio+metier;Q315059 {biblio+metier}
11294;Eugene Volin;introuvable;;;;;;;;;
11295;Pascual Vuotto;introuvable;;;;;;;;;
11296;Are Waerland;acceptée;oui;Q4102349;Are Waerland;1876;1955;FI;;biblio+metier;Q4102349 {biblio+metier}
11297;Ebba Waerland;à relire (un seul signal);;Q48459702;Ebba Langenskiöld-Hoffmann;1897;1981;;;biblio;Q48459702 {biblio}
11298;Alan Watts;acceptée;oui;Q354867;Alan Watts;1915;1973;GB;;biblio+metier;Q354867 {biblio+metier} | Q11957219 [naissance 1925 ≠ 1915] {biblio+metier} | Q88918726 {chercheur} | Q75555640 [mort 1957 ≠ 1973] | Q91890161 {chercheur}
11299;Pierre Weil;acceptée;oui;Q3387348;Pierre Weil;1924;2008;FR;pt;biblio+metier;Q3387348 {biblio+metier}
11300;Simone Weil;acceptée;oui;Q157309;Simone Weil;1909;1943;FR;fr;biblio+metier;Q157309 {biblio+metier} | Q99383511
11301;Félix Weinberg;ambiguë;;;;;;;;;Q111994989 {biblio+metier} | Q5442357 {biblio+metier} | Q112472617 {biblio}
11302;Alice Wexler;acceptée;oui;Q107607736;Alice Wexler;1942;;US;en;biblio+metier;Q107607736 {biblio+metier}
11303;Marcel Willard;à relire (un seul signal);;Q3289487;Marcel Willard;1889;1956;FR;fr;biblio;Q3289487 {biblio}
11304;Liz Willis;à relire (un seul signal);;Q94510988;Liz Willis;1951;;;;biblio;Q94510988 {biblio}
